yelp_feature.avgstar,yelp_feature.location,yelp_feature.business_count,yelp_feature.reviewcount,yelp_feature.five_star_count,yelp_feature.four_star_count,yelp_feature.three_star_count,yelp_feature.two_star_count,yelp_feature.one_star_count,yelp_feature.senti_neg_avg,yelp_feature.senti_pos_avg,yelp_feature.senti_neu_avg,yelp_feature.senti_comp_avg,yelp_feature.senti_compound_pos_count,yelp_feature.senti_compound_neg_count,yelp_feature.senti_compound_neu_count
3.2619222303741746,289,12,1363,42,15,10,8,34,0.07042201834862387,0.19022018348623865,0.7393027522935779,0.39092293577981635,75,34,NULL
3.93080204778157,290,8,11720,97,46,20,12,17,0.03995833333333334,0.1952291666666667,0.7648124999999998,0.6914729166666667,170,18,4
4.394716874783212,291,19,46128,212,115,33,22,62,0.04759009009009006,0.20620495495495492,0.7462184684684677,0.6502943693693701,374,64,6
3.2960921031295607,292,25,6167,109,40,38,26,70,0.06007773851590103,0.18387632508833923,0.7560070671378087,0.49395618374558314,217,64,2
3.8141179701984482,293,23,29126,183,106,53,31,72,0.04577528089887642,0.20053258426966294,0.7536898876404494,0.5928110112359554,365,69,11
4.0,294,1,25,4,NULL,NULL,NULL,1,0.040600000000000004,0.213,0.7464,0.9086400000000001,5,NULL,NULL
3.8314855312007325,295,19,78652,264,200,75,56,95,0.043817391304347836,0.2057318840579711,0.7504710144927543,0.6431105797101444,593,88,9
3.624854213642271,296,15,180058,246,184,121,80,101,0.0487172131147541,0.21392076502732219,0.7373620218579232,0.6471997267759554,622,109,1
3.0046063137206733,300,3,8141,24,17,16,13,27,0.04870103092783504,0.18308247422680415,0.768237113402062,0.5952474226804125,82,15,NULL
5.0,301,1,20,4,NULL,NULL,NULL,NULL,0.01575,0.15075,0.83325,0.97905,4,NULL,NULL
1.5,302,1,25,NULL,NULL,1,NULL,4,0.0596,0.1146,0.826,0.18556,3,2,NULL
3.6315789473684212,303,2,76,6,1,4,NULL,2,0.08076923076923077,0.21846153846153846,0.7008461538461538,0.37228461538461544,9,4,NULL
4.121383363471971,304,10,2212,48,15,13,2,23,0.042188118811881205,0.22460396039603964,0.733237623762376,0.6097465346534655,84,16,1
3.1450292397660817,305,6,855,20,9,8,3,14,0.06527777777777778,0.16481481481481478,0.7699629629629628,0.4039925925925927,38,16,NULL
5.0,306,1,6,2,NULL,NULL,NULL,NULL,0.0265,0.328,0.6455,0.87275,2,NULL,NULL
3.3607594936708862,307,4,1501,22,11,9,3,14,0.04801694915254237,0.2079491525423728,0.7440169491525427,0.5879406779661019,47,11,1
3.1739130434782608,308,3,437,8,7,3,2,10,0.097,0.1537333333333333,0.7492,0.23161333333333334,19,11,NULL
4.077087874915432,309,12,13303,137,67,22,16,19,0.04083908045977012,0.2270191570881225,0.7321685823754794,0.7302888888888892,240,19,2
3.9667539794479145,310,13,4963,61,41,13,6,13,0.04349253731343283,0.20700746268656714,0.7494776119402984,0.7172604477611944,120,14,NULL
4.252905415565723,311,16,46551,220,115,40,25,44,0.04313063063063061,0.2176554054054052,0.7392342342342336,0.6619799549549551,383,53,8
3.753332039965079,312,41,103090,354,292,151,104,126,0.04716066212268749,0.21021129503407981,0.7426348588120744,0.6554301850048683,880,138,9
3.0542812459272777,313,26,15346,118,72,38,36,81,0.05620289855072458,0.1535623188405797,0.7902434782608698,0.45945855072463754,259,80,6
3.8826273203236554,314,22,10505,103,73,32,21,44,0.04444322344322344,0.18573626373626384,0.7698095238095243,0.6041047619047617,225,44,4
3.984858513983121,315,38,12086,272,65,34,15,58,0.04897297297297298,0.1955157657657658,0.7554954954954967,0.6593087837837837,383,53,8
3.0,316,1,12,1,NULL,1,1,NULL,0.03333333333333333,0.11499999999999999,0.8516666666666667,0.5942333333333334,2,1,NULL
2.5,317,1,6,NULL,1,NULL,NULL,1,0.043,0.2125,0.7444999999999999,0.8653,2,NULL,NULL
5.0,318,2,18,6,NULL,NULL,NULL,NULL,0.018333333333333333,0.15849999999999997,0.8230000000000001,0.7178833333333333,5,NULL,1
4.5,320,1,42,2,4,NULL,NULL,NULL,0.0305,0.23583333333333334,0.7334999999999999,0.9032,6,NULL,NULL
2.5,321,1,12,1,NULL,NULL,1,1,0.10933333333333332,0.1396666666666667,0.7516666666666668,0.19143333333333334,2,1,NULL
4.049668874172186,322,5,151,14,2,NULL,2,5,0.07269565217391304,0.19395652173913044,0.7333043478260869,0.3979130434782609,16,7,NULL
4.505119453924915,323,6,293,30,1,2,1,1,0.05431428571428572,0.2618857142857143,0.6837142857142857,0.6630771428571427,30,5,NULL
4.269675090252708,324,15,4155,110,33,13,3,25,0.040467391304347816,0.2024891304347826,0.7570434782608694,0.6563527173913041,160,23,1
3.8444018974681375,325,20,17497,115,96,37,24,53,0.039559999999999984,0.21843384615384634,0.7419969230769231,0.6447083076923077,280,42,3
3.9064148048710328,326,11,20858,115,53,24,13,52,0.047315175097276244,0.20324124513618672,0.7494591439688714,0.6435443579766535,222,34,1
3.0328216851730896,327,19,6124,90,40,29,27,85,0.0598339483394834,0.17103321033210336,0.7691992619926196,0.42284723247232486,199,69,3
3.520580324394816,328,13,12269,81,56,35,21,61,0.05605511811023622,0.19603937007874014,0.7479094488188979,0.5512027559055114,200,47,7
3.7930560330010312,329,13,2909,63,22,7,9,43,0.07813194444444443,0.17082638888888899,0.7510763888888891,0.39985763888888903,102,40,2
4.226498422712933,330,10,20605,110,68,28,22,34,0.04508778625954199,0.2323282442748092,0.7225916030534348,0.6673553435114504,229,31,2
3.5376314417977253,331,27,32619,169,165,81,74,110,0.05350083472454092,0.1820734557595992,0.7643956594323872,0.5337666110183648,483,109,7
3.6092235250669376,332,44,21662,229,139,106,81,123,0.053766961651917314,0.17579203539823007,0.7689660766961658,0.5545433628318582,549,121,8
3.520319473807846,333,13,4257,67,33,15,17,21,0.05645098039215685,0.19299346405228765,0.7505359477124182,0.5669320261437909,126,27,NULL
3.961136978071493,335,5,106528,205,120,49,31,24,0.03288578088578087,0.23813053613053625,0.728988344988345,0.8129554778554784,404,25,NULL
4.148148148148148,336,13,1728,84,16,3,6,13,0.038573770491803265,0.2013360655737705,0.7600983606557373,0.7125991803278686,108,13,1
3.9166666666666665,337,4,120,13,NULL,1,2,4,0.053749999999999985,0.17225000000000001,0.774,0.5159849999999999,15,5,NULL
3.626500802568218,338,30,31150,199,145,48,34,83,0.04596856581532417,0.19622986247544205,0.7578094302554027,0.6191424361493125,436,71,2
3.6102126518942104,339,8,11192,66,44,25,18,26,0.041804469273743025,0.21512290502793294,0.7430502793296091,0.6877368715083798,157,19,3
3.7254398826979473,340,33,13640,219,72,31,28,113,0.05398056155507561,0.18146436285097187,0.7645550755939526,0.5104889848812096,363,95,5
4.5049504950495045,341,2,101,9,2,NULL,1,1,0.06861538461538463,0.1910769230769231,0.7402307692307694,0.5849076923076925,11,2,NULL
3.1462484624846248,342,15,4065,53,21,24,23,44,0.057515151515151505,0.18118181818181817,0.7612545454545454,0.4651187878787881,122,38,5
4.430443872627855,343,11,6218,65,28,13,10,12,0.04453906250000001,0.1887734375,0.7667109375,0.6493257812500002,109,16,3
2.650271370420624,344,9,1474,30,10,3,9,32,0.06911904761904764,0.14774999999999996,0.7831785714285712,0.3228083333333333,55,28,1
3.5624655091904742,345,13,23557,109,75,32,31,42,0.042643598615916954,0.21231487889273365,0.7450034602076124,0.6321975778546709,248,38,3
3.2365709274281955,346,13,4561,67,28,17,16,50,0.05396629213483146,0.17842134831460682,0.7676404494382022,0.4804679775280902,137,37,4
4.347194050033806,347,14,4437,108,33,12,7,14,0.029373563218390797,0.21941379310344833,0.7511609195402297,0.7414701149425288,159,14,1
3.2047462876924477,348,30,10977,114,71,48,36,90,0.06168802228412257,0.1781309192200558,0.7601587743732598,0.4317919220055706,266,89,4
3.957910208444682,349,30,44904,261,99,57,27,114,0.04751075268817204,0.21422401433691748,0.7382383512544815,0.5835284946236561,460,94,4
4.282876658553819,350,25,38211,312,88,44,30,59,0.042330206378986886,0.22578611632270174,0.7318874296435273,0.708082551594747,476,52,5
3.305100098817846,351,25,54646,222,164,75,48,148,0.0514535768645358,0.18043531202435312,0.7680928462709283,0.5304295281582954,523,128,6
3.9628121469641022,352,25,59307,310,149,69,50,119,0.045487804878048786,0.19456814921090387,0.7599670014347201,0.5888496413199432,572,118,7
3.7128115264797508,353,8,2568,44,21,12,12,10,0.044070707070707045,0.18886868686868694,0.767050505050505,0.6687383838383839,87,12,NULL
3.7367223867964454,355,23,18904,158,110,42,37,59,0.05122906403940885,0.20873399014778338,0.7400418719211828,0.6081689655172413,337,60,9
3.9168515999713653,356,39,13969,292,91,41,42,90,0.0491258992805755,0.18462050359712237,0.7662410071942447,0.5838913669064747,456,92,8
4.0,357,1,651,13,3,NULL,2,3,0.040428571428571425,0.24971428571428575,0.7098571428571429,0.7711476190476192,19,2,NULL
3.936446871294228,358,32,36261,281,157,48,53,97,0.04624371069182393,0.20407861635220131,0.7496902515723269,0.6382555031446543,543,86,7
3.758682054752958,359,79,85694,540,340,156,127,232,0.04832473118279568,0.199762007168459,0.7518982078853054,0.6048900358422937,1162,208,25
3.2634423363148994,360,34,69203,360,210,99,95,208,0.050832304526749,0.1899331275720164,0.7592016460905349,0.5598096707818929,787,171,14
3.5,361,1,529,3,8,6,3,3,0.07239130434782609,0.1690869565217392,0.7586086956521739,0.3133173913043478,15,8,NULL
4.555555555555555,362,3,324,20,1,1,NULL,5,0.08607407407407405,0.2118148148148148,0.7020000000000001,0.5979703703703705,22,5,NULL
2.7295268425841672,363,4,2198,16,15,8,13,21,0.04447945205479452,0.1731917808219178,0.7823287671232875,0.5910027397260273,63,10,NULL
3.0,364,1,6,1,NULL,NULL,NULL,1,0.042,0.1565,0.8015,0.6934,2,NULL,NULL
3.8174191507109367,365,9,104299,211,166,77,51,57,0.0414056939501779,0.2159679715302492,0.7426227758007117,0.6758583629893242,495,64,3
3.695187165775401,366,4,187,15,1,NULL,1,8,0.03692,0.16487999999999997,0.7981999999999999,0.474188,18,7,NULL
4.060698027314112,367,3,1977,38,3,1,2,10,0.049796296296296304,0.14890740740740738,0.8012407407407408,0.401811111111111,39,14,1
3.8421084483175987,368,10,8262,70,46,28,13,31,0.05232978723404254,0.20164361702127667,0.746021276595745,0.5991595744680854,160,26,2
2.5,369,1,9,NULL,NULL,1,2,NULL,0.041666666666666664,0.10033333333333333,0.858,0.3166,2,1,NULL
4.5,370,1,72,6,2,NULL,1,NULL,0.01177777777777778,0.24399999999999997,0.7442222222222221,0.6686222222222223,7,1,1
3.5798332546798806,371,21,12714,133,62,29,20,47,0.04699999999999997,0.19944329896907229,0.753529209621993,0.6208893470790376,244,42,5
4.521186440677966,372,3,472,26,NULL,NULL,1,3,0.05093333333333334,0.2011333333333333,0.7479666666666667,0.6231133333333333,25,4,1
3.2213930348258706,373,4,603,25,1,2,1,16,0.07928888888888888,0.15942222222222224,0.7612000000000001,0.29714888888888896,29,16,NULL
3.0,374,1,9,NULL,2,NULL,NULL,1,0.06266666666666666,0.14466666666666664,0.7919999999999999,0.29083333333333333,2,1,NULL
4.2084364454443195,375,10,4445,114,13,4,5,27,0.05170552147239263,0.18566871165644164,0.7626134969325151,0.6852503067484668,141,22,NULL
1.5,376,1,9,NULL,NULL,NULL,1,2,0.08,0.06833333333333332,0.8513333333333334,-0.004899999999999997,1,2,NULL
4.199787585555818,377,26,12711,227,54,21,20,30,0.03825,0.21657386363636377,0.7451903409090911,0.7158764204545451,317,33,2
4.084755403868032,378,30,10548,187,87,29,20,40,0.04273553719008262,0.20514600550964168,0.7521074380165294,0.6793085399449039,322,37,4
4.234416766745438,379,14,25813,236,66,23,25,41,0.039803069053708444,0.21502557544757037,0.745143222506394,0.6987739130434784,343,45,3
3.4021937842778796,380,9,2188,45,21,9,8,21,0.050653846153846174,0.19275000000000003,0.7565673076923078,0.535560576923077,85,18,1
4.16289592760181,381,8,5967,92,14,7,5,15,0.044067669172932304,0.22207518796992481,0.7338646616541354,0.6688563909774438,117,15,1
3.0,382,1,88,NULL,2,1,3,2,0.117375,0.07575000000000001,0.806875,0.006724999999999953,4,3,1
2.6767554479418885,383,19,826,38,11,6,9,41,0.06835238095238093,0.14010476190476195,0.7915238095238094,0.31338285714285724,69,36,NULL
3.3806068601583115,384,6,9096,74,21,16,14,48,0.04967052023121385,0.17041040462427748,0.7798843930635837,0.4821976878612715,135,36,2
3.203765977156749,385,31,186751,367,323,199,192,301,0.055897250361794625,0.18758248914616493,0.7565267727930539,0.5395179450072355,1090,283,9
3.921862733230732,386,98,289145,741,545,291,249,470,0.05516986062717779,0.19961933797909429,0.7452116724738672,0.5438419425087099,1831,444,21
3.735730582083224,387,26,49529,253,130,61,41,91,0.04027083333333334,0.22132638888888895,0.7383993055555559,0.6319265624999999,479,89,8
3.516710262892549,388,47,205293,540,405,217,191,285,0.049210622710622764,0.1986074481074482,0.7521691086691102,0.6035853479853479,1371,256,11
2.582651972982581,389,13,5626,44,29,17,21,67,0.0631685393258427,0.13847191011235957,0.7983595505617976,0.36435280898876404,126,48,4
4.016745739176434,390,28,60493,277,171,66,47,74,0.0398677165354331,0.21005196850393706,0.7501133858267718,0.6818730708661416,553,79,3
3.5058858739026335,391,16,5012,74,36,20,17,49,0.05515816326530615,0.1841326530612246,0.7607193877551016,0.5034821428571428,156,36,4
3.8127963852982236,392,26,93839,312,222,112,71,139,0.04755257009345797,0.2014334112149534,0.7509999999999999,0.6237720794392527,720,123,13
3.393520045578578,393,26,33349,188,121,61,48,114,0.05271804511278192,0.19749812030075184,0.7497706766917295,0.5496830827067674,431,96,5
3.8459975133894413,394,25,62736,223,159,91,66,122,0.05006505295007567,0.19147049924357057,0.7584720121028742,0.5162668683812408,523,128,10
3.680472830569046,395,40,32739,329,138,59,67,177,0.05349999999999994,0.1936701298701299,0.7528220779220766,0.542359740259741,620,147,3
4.344386432004426,396,17,144605,359,139,48,33,54,0.03381516587677726,0.23774407582938378,0.7284391785150075,0.7328129541864142,578,51,4
3.6656118143459917,397,41,21804,234,121,49,45,115,0.04654787234042552,0.19303900709219854,0.7604237588652483,0.5641549645390072,463,91,10
3.6300297845003797,398,36,34246,275,94,52,53,173,0.06538639876352395,0.16341885625965996,0.7711746522411126,0.43689999999999984,475,163,9
3.1380237648530334,399,25,7995,123,33,24,21,101,0.061526490066225174,0.15917880794701986,0.7793013245033111,0.43544602649006664,222,79,1
4.284115368058545,400,13,44137,193,94,41,22,56,0.04760098522167482,0.20979556650246298,0.7425935960591132,0.6330783251231531,341,61,4
3.5,401,1,110,1,6,1,NULL,2,0.054400000000000004,0.1866,0.7591000000000001,0.7978099999999999,9,1,NULL
4.735294117647059,402,2,51,7,1,NULL,NULL,1,0.05733333333333333,0.21355555555555555,0.7292222222222222,0.37026666666666663,6,3,NULL
1.6896551724137931,403,2,29,1,NULL,NULL,NULL,6,0.13485714285714284,0.05971428571428571,0.8052857142857144,-0.7097999999999999,NULL,7,NULL
3.3603318846305807,404,10,2531,53,18,12,10,35,0.055242187499999984,0.19749218750000005,0.7472499999999997,0.44118749999999995,95,32,1
3.4616487455197134,405,12,1395,43,9,8,4,37,0.06461386138613862,0.18064356435643558,0.7547920792079209,0.38807227722772264,73,27,1
3.2132075471698114,406,5,265,16,3,2,1,11,0.07142424242424242,0.13493939393939394,0.7935757575757575,0.3087757575757576,23,10,NULL
3.1751644221735047,407,17,15965,86,62,33,27,76,0.05965140845070425,0.17349999999999985,0.7668450704225354,0.4292003521126757,213,69,2
4.357800454772336,408,20,36062,234,78,24,31,60,0.045093676814988264,0.2176814988290396,0.7372318501170959,0.594397658079625,355,64,8
3.9039379474940334,409,11,838,39,12,3,9,8,0.04459154929577465,0.1947042253521127,0.760732394366197,0.6462070422535212,61,10,NULL
3.798507462686567,410,7,335,20,4,3,2,11,0.048075,0.21325000000000002,0.7385999999999997,0.5129775,32,8,NULL
3.1178851558240006,411,18,23841,121,86,58,49,80,0.052804568527918774,0.1900532994923859,0.7571522842639589,0.5326081218274116,311,80,3
2.916273388484815,412,27,18011,107,91,76,46,118,0.06445205479452049,0.16324200913242007,0.7723242009132418,0.41686347031963467,322,109,7
3.5808261344454375,413,21,10071,83,81,39,32,68,0.05049504950495052,0.17170297029702963,0.7778382838283832,0.4816471947194719,242,58,3
3.9959349593495936,414,7,5289,71,17,8,15,23,0.0411044776119403,0.22213432835820898,0.736783582089552,0.6461977611940299,114,19,1
3.8607300241124136,415,23,24054,188,116,42,36,70,0.046402654867256615,0.20905752212389372,0.7445597345132738,0.5993803097345135,379,66,7
3.8181818181818183,417,12,2805,59,22,17,11,24,0.04901503759398496,0.19666165413533834,0.7543308270676693,0.5475541353383458,103,26,4
3.717223650385604,418,7,778,34,6,2,1,14,0.04942105263157895,0.18436842105263163,0.7662280701754388,0.4789052631578947,42,13,2
3.5,419,1,130,4,3,NULL,2,1,0.0503,0.18439999999999998,0.7651999999999999,0.77484,10,NULL,NULL
3.9190550425710518,420,6,8339,75,10,1,6,36,0.043796875000000006,0.1915546875,0.7646171875,0.48740859374999984,96,31,1
3.5,423,1,81,3,3,NULL,1,2,0.036555555555555556,0.17988888888888888,0.7835555555555556,0.5964,8,1,NULL
5.0,424,1,90,10,NULL,NULL,NULL,NULL,0.030400000000000003,0.1688,0.8007,0.9124799999999998,10,NULL,NULL
3.1899916020352714,425,20,20243,136,51,36,39,88,0.0552114285714286,0.20216857142857148,0.742602857142857,0.517390285714286,276,71,3
3.610726643598616,426,4,867,25,7,2,2,13,0.04544897959183673,0.17702040816326534,0.7775510204081633,0.5663489795918365,40,9,NULL
3.4998528879232302,427,15,44184,148,86,42,35,76,0.04805943152454782,0.19897416020671835,0.753,0.5679617571059433,308,74,5
3.883046614872364,428,15,79288,222,137,57,44,65,0.04036000000000001,0.2312514285714286,0.728419047619048,0.6891586666666665,459,62,4
3.5514285714285716,429,2,175,8,2,2,1,2,0.0232,0.20520000000000002,0.7715333333333336,0.7159466666666667,14,1,NULL
1.5,431,1,30,NULL,1,NULL,NULL,4,0.11379999999999998,0.14940000000000003,0.7367999999999999,-0.3399,1,4,NULL
3.25886899918633,432,25,12290,103,65,41,37,113,0.061832869080780006,0.15503899721448478,0.7831169916434537,0.37121086350974947,255,95,9
2.8244672454617206,433,14,6335,89,39,16,12,62,0.058518348623853224,0.16717431192660556,0.7743027522935776,0.4894266055045873,172,46,NULL
3.9262516914749663,434,7,1478,38,10,5,4,9,0.033590909090909095,0.19701515151515145,0.7694393939393934,0.7787757575757575,62,4,NULL
4.0,435,1,20,3,NULL,NULL,NULL,1,0.05475,0.136,0.80925,0.16147500000000004,2,2,NULL
3.6228571428571428,436,3,175,13,1,NULL,1,4,0.03742105263157895,0.1855263157894737,0.7769473684210526,0.5380052631578948,15,4,NULL
4.26930776525129,437,14,9491,159,35,7,8,33,0.036429752066115685,0.20829338842975206,0.7552438016528924,0.7143185950413226,219,21,2
4.465714285714285,438,2,175,13,NULL,NULL,1,1,0.03313333333333333,0.14706666666666665,0.8198000000000002,0.7346133333333333,14,1,NULL
3.5,439,1,30,3,NULL,NULL,NULL,2,0.064,0.11680000000000001,0.8192,0.15467999999999998,3,2,NULL
3.6860493357139106,440,44,152344,395,359,183,162,190,0.04942979053529869,0.1950775795190071,0.7554910783553143,0.6143413498836306,1073,205,11
3.5,444,1,9,1,1,NULL,1,NULL,0.029333333333333333,0.16333333333333336,0.8073333333333332,0.6890333333333333,3,NULL,NULL
3.0,449,1,121,3,3,NULL,2,3,0.07018181818181818,0.20318181818181816,0.7265454545454546,0.5298909090909091,9,2,NULL
3.8871413390010625,450,5,4705,36,32,15,8,10,0.04159405940594059,0.20997029702970288,0.7483960396039603,0.6756554455445547,89,12,NULL
3.0,451,1,238,6,3,1,1,6,0.053117647058823526,0.14688235294117646,0.7999999999999999,0.4719764705882353,14,3,NULL
2.592391304347826,452,7,1564,21,10,4,7,31,0.06845205479452054,0.17157534246575343,0.759945205479452,0.32933561643835607,51,21,1
4.377094421446875,453,12,5073,111,19,6,9,19,0.03993902439024392,0.17294512195121958,0.7810426829268291,0.6529768292682927,142,20,2
1.5,454,1,110,1,1,NULL,NULL,8,0.1301,0.040499999999999994,0.8295999999999999,-0.69805,1,9,NULL
4.46969696969697,456,2,198,9,5,1,1,2,0.03994444444444444,0.1950555555555556,0.7651111111111111,0.8559166666666668,18,NULL,NULL
4.0883280757097795,457,2,317,14,2,1,1,3,0.020523809523809524,0.23242857142857148,0.7470952380952381,0.7571095238095238,19,2,NULL
2.874087824862374,458,4,7811,21,34,24,27,25,0.05204580152671757,0.18264122137404593,0.7652748091603057,0.4663648854961832,98,30,3
3.0,459,1,24,2,NULL,NULL,NULL,2,0.04425,0.21925,0.7362500000000001,0.4506,3,1,NULL
5.0,463,1,3,1,NULL,NULL,NULL,NULL,0.028,0.142,0.83,0.9728,1,NULL,NULL
3.591248579314824,467,10,12318,130,44,34,25,49,0.04334397163120565,0.22226950354609937,0.73436524822695,0.5752918439716311,231,48,3
5.0,468,1,8,2,NULL,NULL,NULL,NULL,0.0,0.4325,0.5675,0.7626,2,NULL,NULL
5.0,470,2,748,31,NULL,NULL,NULL,NULL,0.039,0.1774193548387097,0.7835483870967741,0.6925999999999999,30,1,NULL
4.975241722824495,473,4,20478,141,9,1,5,14,0.032176470588235286,0.18508823529411772,0.7826941176470588,0.7072594117647059,156,13,1
5.0,500,3,329,25,1,NULL,NULL,1,0.024333333333333335,0.26499999999999996,0.7106296296296295,0.8540777777777777,27,NULL,NULL
3.0,511,1,9,1,NULL,1,NULL,1,0.11133333333333333,0.03133333333333333,0.8576666666666667,-0.4361,1,2,NULL
4.07787610619469,519,12,1695,65,5,3,8,25,0.05388679245283019,0.2006981132075472,0.7453867924528305,0.5452735849056602,85,21,NULL
3.228079331941545,520,5,5748,54,19,14,17,23,0.04792125984251967,0.2180708661417323,0.7340236220472444,0.6391944881889763,107,20,NULL
4.037907047081359,539,6,9919,78,32,10,9,9,0.043369565217391284,0.23020289855072448,0.7263913043478261,0.6978115942028986,119,17,2
2.5,559,1,306,3,2,4,3,6,0.09011111111111113,0.1728888888888889,0.7368333333333332,0.34630000000000005,12,5,1
4.450980392156863,560,3,51,6,3,1,1,NULL,0.037181818181818184,0.2196363636363636,0.7432727272727273,0.7502545454545455,10,1,NULL
4.0,565,1,1800,21,11,4,3,1,0.04567500000000001,0.222275,0.73205,0.659845,35,2,3
5.0,566,1,30,5,NULL,NULL,NULL,NULL,0.014800000000000002,0.221,0.7644,0.9245199999999999,5,NULL,NULL
2.546783625730994,571,5,855,8,10,8,11,22,0.0765593220338983,0.14967796610169487,0.7736271186440676,0.18795423728813568,35,23,1
2.8453947368421053,575,6,152,7,4,2,1,14,0.07871428571428572,0.15732142857142858,0.7640357142857143,0.17807857142857145,15,11,2
3.5825720309205904,580,10,1423,44,13,7,7,25,0.058479166666666665,0.19999999999999998,0.7415208333333331,0.46564374999999986,72,21,3
4.0,590,1,24,1,4,1,NULL,NULL,0.10383333333333333,0.258,0.638,0.46144999999999997,5,1,NULL
5.0,598,1,483,18,2,NULL,1,NULL,0.007619047619047619,0.24709523809523806,0.7452857142857142,0.9408333333333332,21,NULL,NULL
4.0,611,2,35736,91,39,32,14,14,0.03541578947368421,0.2444578947368422,0.7201263157894735,0.7078578947368418,170,19,1
3.0,624,1,36,2,1,NULL,1,2,0.072,0.1485,0.7796666666666665,0.6005166666666666,5,1,NULL
5.0,630,2,18,6,NULL,NULL,NULL,NULL,0.0265,0.217,0.7565,0.8703166666666666,6,NULL,NULL
3.350974432326122,631,15,11186,75,42,27,25,57,0.05740265486725661,0.18614159292035398,0.7520929203539821,0.47704646017699104,167,52,7
4.0,637,1,25,3,NULL,NULL,2,NULL,0.025,0.2326,0.7422000000000001,0.76458,4,1,NULL
3.547024952015355,650,17,7294,72,47,23,12,22,0.0447159090909091,0.19626136363636357,0.7590625000000002,0.6014448863636365,145,24,7
2.506787330316742,651,3,1326,9,2,7,13,15,0.07432608695652174,0.1389347826086956,0.7867608695652172,0.14561086956521743,22,20,4
3.5,674,1,9,NULL,1,2,NULL,NULL,0.021333333333333333,0.22833333333333336,0.7503333333333334,0.8945666666666666,3,NULL,NULL
3.508695652173913,691,2,3450,17,22,7,5,11,0.04599999999999999,0.2068387096774193,0.7472096774193547,0.685532258064516,54,8,NULL
